ID	LABEL	A IAO:0000115	SC %	SC BFO:0000050 some %	A oboInOwl:hasDbXref SPLIT=|	AI oboInOwl:inSubset	AT dcterms:date^^xsd:dateTime	SC dc:contributor some %	SC RO:0002175 some %
http://purl.obolibrary.org/obo/UBERON_1200014	anterior inferior iliac spine of ilium of os coxa	A skeletal element projection forming a blunt bony prominence on the anterior border of the ilium of the os coxa (innominate bone), situated inferior to the anterior superior iliac spine, providing the proximal attachment for the straight head of the rectus femoris muscle and the iliofemoral ligament.	UBERON:4100000	UBERON:0001272	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Hip_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200015	anterior sacral foramina of sacrum	A bone foramen located on the pelvic (anterior) surface of the sacrum; one of four pairs of openings arranged in two vertical rows that transmit the ventral rami of the upper four sacral spinal nerves and accompanying blood vessels into the pelvic cavity.	UBERON:0005744	UBERON:0003690	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Sacrum	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200016	anterior superior iliac spine of ilium of os coxa	A skeletal element projection forming a prominent bony eminence at the anterior end of the iliac crest of the ilium of the os coxa (innominate bone), serving as the attachment for the sartorius muscle, the tensor fasciae latae, and the inguinal ligament.	UBERON:4100000	UBERON:0001272	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Hip_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200017	anterior tubercle of first cervical vertebra	A skeletal element projection situated on the anterior midline surface of the anterior arch of the atlas (C1), serving as the attachment point for the anterior longitudinal ligament and the longus colli muscle.	UBERON:4100000	UBERON:0001092	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Atlas_(anatomy)	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200018	anterolateral tubercle of tibia	A skeletal element projection situated on the anterolateral aspect of the proximal tibial epiphysis, just inferior to the lateral articular surface. It serves as an attachment site for the anterior horn of the lateral meniscus and elements of the anterolateral ligamentous complex of the knee.	UBERON:4100000	UBERON:0000979	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Tibia	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200019	arcuate line of ilium of os coxa	A zone of bone organ forming a smooth, rounded ridge on the medial surface of the ilium of the os coxa (innominate bone), continuing the pelvic brim from the sacral promontory toward the iliopectineal eminence and demarcating the boundary between the greater and lesser pelvis.	UBERON:0005913	UBERON:0001272	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Hip_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200020	articular surface for cuboid bone of calcaneus	A zone of bone organ forming the anterior articular facet on the distal end of the calcaneus that articulates with the proximal surface of the cuboid bone, constituting the calcaneocuboid joint and contributing to the transverse tarsal (Chopart) joint complex.	UBERON:0005913	UBERON:0001450	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Calcaneus	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200021	articular tubercle of squamous part of temporal bone	A skeletal element projection forming the anterior articular eminence of the temporomandibular joint, situated at the root of the zygomatic process on the inferior aspect of the squamous part. Its convex surface articulates with the condylar head of the mandible during jaw opening and provides the functional articular surface against which the condyle translates.	UBERON:4100000	UBERON:0001678	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Temporal_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200022	auricular surface of ilium of os coxa	A zone of bone organ forming the ear-shaped articular surface on the posteromedial aspect of the ilium of the os coxa (innominate bone), covered by fibrocartilage and articulating with the corresponding auricular surface of the sacrum to form the sacroiliac joint.	UBERON:0005913	UBERON:0001272	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Hip_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200023	base of first distal phalanx of foot	A zone of bone organ forming the proximal end of the distal phalanx of the hallux, bearing a concave articular surface that articulates with the head of the proximal phalanx of the first toe at the interphalangeal joint of the hallux.	UBERON:0005913	UBERON:0004315	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Phalanx_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200024	base of first distal phalanx of hand	A zone of bone organ forming the proximal articular end of the distal phalanx of the thumb, presenting a concave surface that articulates with the head of the proximal phalanx at the interphalangeal joint of the thumb.	UBERON:0005913	UBERON:0004337	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Phalanx_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200025	base of first proximal phalanx of foot	A zone of bone organ forming the proximal end of the proximal phalanx of the hallux, bearing a concave articular facet that articulates with the first metatarsal head at the first metatarsophalangeal joint and receives the insertions of the flexor hallucis brevis tendons via the sesamoid complex.	UBERON:0005913	UBERON:0004332	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Phalanx_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200026	base of first proximal phalanx of hand	A zone of bone organ forming the proximal end of the proximal phalanx of the thumb, presenting an oval concave articular surface that receives the head of the first metacarpal at the metacarpophalangeal joint.	UBERON:0005913	UBERON:0004338	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Phalanx_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200027	body of calcaneus	A zone of bone organ forming the large central mass of the calcaneus, situated between the calcaneal tuberosity posteriorly and the articular surfaces anteriorly, and bearing the posterior and middle talar articular facets on its superior surface.	UBERON:0005913	UBERON:0001450	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Calcaneus	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200028	body of second cervical vertebra	A bony vertebral centrum forming the compact cylindrical body of the axis (C2), which is smaller and more robust than typical cervical vertebra bodies; it bears the dens (odontoid process) on its superior surface and articulates inferiorly with the body of the third cervical vertebra.	UBERON:0001075	UBERON:0001093	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Axis_(anatomy)	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200029	body of sphenoid bone	A zone of bone organ forming the central, cuboidal portion of the sphenoid bone, located at the base of the skull between the ethmoid bone anteriorly and the basilar part of the occipital bone posteriorly; it contains the paired sphenoidal air sinuses and bears the sella turcica on its superior surface.	UBERON:0005913	UBERON:0001677	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Sphenoid_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200030	calcaneal sulcus of calcaneus	A surface groove oriented obliquely on the superior surface of the calcaneus, running between the posterior and middle talar articular facets. Together with the corresponding sulcus tali of the talus it forms the tarsal sinus, which lodges the interosseous talocalcaneal ligament.	UBERON:0006846	UBERON:0001450	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Calcaneus	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200031	calcaneal tuberosity of calcaneus	A skeletal element projection forming the large posterior eminence of the calcaneus that constitutes the prominence of the heel. Its posterior surface provides attachment for the calcaneal (Achilles) tendon, while its inferior surface gives rise to the medial and lateral processes from which the plantar fascia and intrinsic plantar muscles originate.	UBERON:4100000	UBERON:0001450	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Calcaneus	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200032	carotid canal of petrous part of temporal bone	A bone foramen opening inferiorly on the petrous part of the temporal bone and coursing superiorly and anteriorly through its substance to emerge at the apex near the foramen lacerum. It transmits the internal carotid artery and the surrounding pericarotid sympathetic plexus into the cranial base.	UBERON:0005744	UBERON:0001678	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Temporal_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200033	coccygeal cornu of coccyx	A skeletal element projection arising from the superior surface of the first coccygeal segment as a pair of upward-projecting rounded processes that articulate with the sacral cornua to form the sacrococcygeal joint.	UBERON:4100000	UBERON:0001350	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Coccyx	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200034	coronoid fossa of humerus	A bone fossa situated on the anterior surface of the distal humerus, immediately superior to the medial trochlea, that accommodates the coronoid process of the ulna at full elbow flexion. It is separated from the olecranon fossa on the posterior surface only by a thin plate of bone.	UBERON:0004704	UBERON:0000976	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Humerus	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200035	costal groove of first rib	A surface groove running along the inferior border of the body of the first rib that lodges the intercostal nerve and vessels. In the first rib this groove is less pronounced than in typical ribs because the first rib is nearly horizontal and broad, with its superior surface facing upward rather than medially.	UBERON:0006846	UBERON:0004601	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Rib	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200036	costal groove of twelfth rib	A surface groove on the inferior border of the body of the twelfth rib that accommodates the subcostal nerve and accompanying vessels. The groove is poorly defined or absent in the twelfth rib, which is the shortest rib and lacks the typical inferior curvature that shelters neurovascular structures in typical ribs.	UBERON:0006846	UBERON:0004611	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Rib	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200037	costal notches of sternum	A zone of bone organ comprising the articular facets on the lateral borders of the sternum that receive the costal cartilages of ribs 1–7; the manubrium bears notches for ribs 1 and the upper half of rib 2, the body bears notches for ribs 2–7, and the xiphisternal junction may bear a partial notch for rib 7.	UBERON:0005913	UBERON:0000975	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Sternum	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200038	crista galla of ethmoid bone	A crest projecting superiorly from the midline of the cribriform plate into the anterior cranial fossa, providing the anterior attachment for the falx cerebri.	UBERON:4200133	UBERON:0001679	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Ethmoid_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200039	digastric fossa of mandible	A shallow bone fossa on the inferior surface of the mandibular body adjacent to the symphysis menti, one on each side of the midline, serving as the attachment site for the anterior belly of the digastric muscle.	UBERON:0004704	UBERON:0001684	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Mandible	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200040	dorsum sellae of sphenoid bone	A zone of bone organ forming the posterior vertical plate of the sella turcica on the superior surface of the sphenoid body, bounded above by the posterior clinoid processes; it forms the posterior wall of the hypophyseal fossa and, together with the clivus of the occipital bone, supports the basilar artery and pons.	UBERON:0005913	UBERON:0001677	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Sphenoid_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200041	ethmoidal air cells of ethmoid bone	A zone of bone organ comprising the paired lateral masses (labyrinths) of the ethmoid bone, consisting of multiple thin-walled, interconnected cavities that form part of the paranasal sinuses and lie between the medial orbital wall and the lateral nasal wall.	UBERON:0005913	UBERON:0001679	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Ethmoid_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200042	ethmoidal bulla of ethmoid bone	A zone of bone organ forming the largest and most prominent of the anterior ethmoidal air cells, which bulges into the middle meatus of the nasal cavity lateral to the middle nasal concha and superior to the semilunar hiatus.	UBERON:0005913	UBERON:0001679	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Ethmoid_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200043	external auditory meatus of squamous part of temporal bone	A bone foramen forming the lateral opening of the external acoustic canal, bounded superiorly and posteriorly by the squamous and tympanic parts of the temporal bone. It transmits sound waves toward the tympanic membrane and is partly formed by the tympanic plate inferiorly.	UBERON:0005744	UBERON:0001678	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Temporal_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200044	external occipital protuberance of squamous part of occipital bone	A skeletal element projection located on the outer surface of the squamous part of the occipital bone, at the junction of the superior and inferior nuchal lines. It serves as a landmark and attachment point for the ligamentum nuchae and trapezius muscle.	UBERON:4100000	UBERON:0001676	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Occipital_bone	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200045	facet of eleventh rib	A zone of bone organ on the head of the eleventh rib that forms a single, undivided articular surface for articulation exclusively with the body of the eleventh thoracic vertebra. Because the eleventh rib is an atypical floating rib, its head bears only one facet rather than the two demifacets found on typical ribs.	UBERON:0005913	UBERON:0004610	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Rib	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200046	facet of first rib	A zone of bone organ on the head of the first rib forming a single, oval articular surface that articulates exclusively with the body of the first thoracic vertebra. Unlike typical ribs, the head of the first rib is not divided into two demifacets because it does not articulate with the vertebra above.	UBERON:0005913	UBERON:0004601	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Rib	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200047	facet of tenth rib	A zone of bone organ on the head of the tenth rib that is typically a single articular surface articulating with the body of the tenth thoracic vertebra alone. The tenth rib is transitional: in most individuals its head bears only one facet, though it may occasionally retain a small superior demifacet.	UBERON:0005913	UBERON:0004609	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Rib	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200048	facet of twelfth rib	A zone of bone organ on the head of the twelfth rib forming a single, rounded articular surface that articulates exclusively with the body of the twelfth thoracic vertebra. The twelfth rib is a floating atypical rib and, like the eleventh, has an undivided head with no superior demifacet.	UBERON:0005913	UBERON:0004611	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Rib	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200049	fibular facet of tibia	A zone of bone organ forming the slightly concave articular surface on the inferoposterior aspect of the lateral condyle of the tibia, which articulates with the head of the fibula at the proximal tibiofibular joint. It is oriented posterolaterally and is reinforced by the anterior and posterior ligaments of the proximal tibiofibular joint.	UBERON:0005913	UBERON:0000979	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Tibia	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200050	fibular notch of tibia	A bone foramen forming the concave depression on the lateral aspect of the distal tibial epiphysis that receives the distal end of the fibula, constituting the tibial component of the inferior tibiofibular syndesmosis. Its surfaces are roughened for attachment of the anterior and posterior tibiofibular ligaments and the interosseous ligament.	UBERON:0005744	UBERON:0000979	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Tibia	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
http://purl.obolibrary.org/obo/UBERON_1200051	fibular trochlea of calcaneus	A skeletal element projection forming the small, ridge-like eminence on the lateral surface of the calcaneus, situated between the superior and inferior peroneal retinacula; it separates the tendon grooves of the fibularis brevis above from the fibularis longus below.	UBERON:4100000	UBERON:0001450	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|Wikipedia:Calcaneus	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-03-19T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606
